Probability_of_Default,Internal_Score,Prediction,Actual_Status,Rating
0.6186295382720378,499.6037858266065,Default,Not Default,Fair
0.4110218615000716,523.9414172083881,Not Default,Not Default,Fair
0.21330297004454635,551.2195197614329,Not Default,Not Default,Good
0.35298843152586606,531.044850197014,Not Default,Not Default,Fair
0.5413924881936043,508.7731404130482,Default,Not Default,Fair
0.7234358254390238,485.8164229349512,Default,Not Default,Fair
0.4373838544136313,520.8264578828004,Not Default,Not Default,Fair
0.24298184563302339,546.3510255316365,Not Default,Not Default,Fair
0.538151532947518,509.1495803999359,Default,Not Default,Fair
0.5982995595914388,502.06647894372304,Default,Not Default,Fair
0.1356057340320725,567.0068644715795,Not Default,Not Default,Good
0.35909840941823445,530.2759098531722,Not Default,Not Default,Fair
0.35942525275661247,530.2349411214069,Not Default,Not Default,Fair
0.2723899109900288,541.9112836803635,Not Default,Not Default,Fair
0.036650192582112,607.8847795845176,Not Default,Not Default,Good
0.18905441300951317,555.5775098929288,Not Default,Not Default,Good
0.22642650208256612,549.0113489362484,Not Default,Not Default,Fair
0.9469929926759899,430.37946301698355,Default,Default,Poor
0.28419256179793306,540.2154929044457,Not Default,Not Default,Fair
0.24743061556970322,545.6574496628411,Not Default,Default,Fair
0.5752671750586014,504.8079072615312,Default,Not Default,Fair
0.24958726050190946,545.32423855294,Not Default,Not Default,Fair
0.15215542061523382,563.1265199680258,Not Default,Not Default,Good
0.07715794252974585,585.1653816252342,Not Default,Not Default,Good
0.2069563631130559,552.3229110064736,Not Default,Not Default,Good
0.6028701849296544,501.5167040002145,Default,Not Default,Fair
0.4057430241600565,524.5718509548933,Not Default,Not Default,Fair
0.6540158382354957,495.1890465598925,Default,Not Default,Fair
0.369307503421152,529.0037219930979,Not Default,Not Default,Fair
0.33069936849606296,533.9041198016081,Not Default,Not Default,Fair
0.08264957222441748,583.0093119200877,Not Default,Not Default,Good
0.44465612778953534,519.9752642211309,Not Default,Not Default,Fair
0.14013054462252178,565.9083618958572,Not Default,Not Default,Good
0.4634751473570851,517.7844985056748,Not Default,Not Default,Fair
0.3999485704054595,525.2668713509499,Not Default,Not Default,Fair
0.7653139391391365,479.4550476857057,Default,Default,Fair
0.7763705552033644,477.6487331830666,Default,Not Default,Fair
0.252099456177799,544.9385066327245,Not Default,Not Default,Fair
0.23386668769925328,547.7996196169358,Not Default,Not Default,Fair
0.140863417504031,565.7332483921205,Not Default,Not Default,Good
0.6324625102176618,497.8996671184832,Default,Not Default,Fair
0.2900226684081699,539.3935840143698,Not Default,Not Default,Fair
0.1077997323812867,574.541717788801,Not Default,Not Default,Good
0.3447848251963083,532.0868879194123,Not Default,Not Default,Fair
0.10070977959004773,576.7330979891631,Not Default,Not Default,Good
0.1283302015310278,568.8398578312077,Not Default,Default,Good
0.7643033978126968,479.6171484366663,Default,Not Default,Fair
0.8073954767669429,472.2087597050953,Default,Default,Fair
0.332041360182361,533.72935437639,Not Default,Not Default,Fair
0.41341813739579,523.6560536858716,Not Default,Not Default,Fair
0.3858170417933975,526.9764703559514,Not Default,Not Default,Fair
0.24159452859801772,546.569069904756,Not Default,Not Default,Fair
0.35916854316743607,530.2671174394396,Not Default,Not Default,Fair
0.12485262625768559,569.7474344422503,Not Default,Not Default,Good
0.25509651131686306,544.4816451042761,Not Default,Not Default,Fair
0.7985957931107809,473.81400502815734,Default,Not Default,Fair
0.10752481785652032,574.6242853818468,Not Default,Not Default,Good
0.10013252095626392,576.9174770597028,Not Default,Not Default,Good
0.40801443154264544,524.3002745921806,Not Default,Not Default,Fair
0.3182722471773365,535.5401251801204,Not Default,Not Default,Fair
0.16058644413098147,561.282071074033,Not Default,Not Default,Good
0.32271427003071596,534.9515826193433,Not Default,Not Default,Fair
0.3030479038043873,537.5917108010797,Not Default,Not Default,Fair
0.37687771486878147,528.0698145873841,Not Default,Not Default,Fair
0.21853702803491157,550.3274335180613,Not Default,Not Default,Good
0.2302105561287589,548.3916360809054,Not Default,Not Default,Fair
0.21876165522195248,550.2894956669957,Not Default,Not Default,Good
0.291171714568911,539.2327573244927,Not Default,Not Default,Fair
0.40626006586001473,524.5099899244692,Not Default,Not Default,Fair
0.2446811400560254,546.0850962521508,Not Default,Not Default,Fair
0.3752024740768966,528.2758260965485,Not Default,Not Default,Fair
0.1309709297131414,568.1645943255108,Not Default,Not Default,Good
0.3861296673230494,526.9384089828958,Not Default,Not Default,Fair
0.3037601120487742,537.4944787612618,Not Default,Not Default,Fair
0.7476776845921053,482.2184646912277,Default,Not Default,Fair
0.413207223604654,523.6811508175258,Not Default,Not Default,Fair
0.6442844289103706,496.4219661067573,Default,Not Default,Fair
0.5204085388224726,511.20466487888496,Default,Not Default,Fair
0.36871695067173016,529.0769035425294,Not Default,Not Default,Fair
0.3541254804087936,530.9013031379322,Not Default,Not Default,Fair
0.2800444983463494,540.8064711952441,Not Default,Not Default,Fair
0.8124769252355437,471.2562639065758,Default,Not Default,Fair
0.2817281560761528,540.5659622751449,Not Default,Not Default,Fair
0.08303220836537656,582.8639998166179,Not Default,Not Default,Good
0.6389422633289736,497.0923178157046,Default,Not Default,Fair
0.6786949927721256,491.9850399950781,Default,Not Default,Fair
0.374647852102469,528.3441110569776,Not Default,Not Default,Fair
0.24420681041644637,546.1591997816696,Not Default,Not Default,Fair
0.5901188677230852,503.0454380041869,Default,Not Default,Fair
0.6537944339440274,495.217274596851,Default,Not Default,Fair
0.4857914233541684,515.2017711844854,Not Default,Not Default,Fair
0.05739576567081566,594.3141571018647,Not Default,Not Default,Good
0.15597903207246192,562.2799728300604,Not Default,Not Default,Good
0.3320253276298596,533.73144016707,Not Default,Not Default,Fair
0.7567912123768054,480.80743851324456,Default,Not Default,Fair
0.4176927343161373,523.1482095353861,Not Default,Not Default,Fair
0.29894032487002237,538.1550327901593,Not Default,Not Default,Fair
0.4616439796220722,517.997035804904,Not Default,Not Default,Fair
0.39077273222829195,526.3744523925134,Not Default,Not Default,Fair
0.8214491077014424,469.5247210410626,Default,Not Default,Fair
0.4727990248072808,516.703957685403,Not Default,Not Default,Fair
0.5219878288358386,511.02206179607043,Default,Not Default,Fair
0.14490223370360975,564.7816289661753,Not Default,Not Default,Good
0.26253984041280687,543.3620129673268,Not Default,Not Default,Fair
0.714672792249094,487.068127261467,Default,Not Default,Fair
0.35267233489532734,531.0847931644851,Not Default,Not Default,Fair
0.14041234631636756,565.8409374111162,Not Default,Not Default,Good
0.0661566375064542,589.94589342545,Not Default,Not Default,Good
0.14366902942044313,565.069826276365,Not Default,Not Default,Good
0.7606545701477833,480.19849441950214,Default,Not Default,Fair
0.09149287835474071,579.7967674530091,Not Default,Not Default,Good
0.7143823517474438,487.10921181582717,Default,Not Default,Fair
0.644098302744289,496.4453965546977,Default,Not Default,Fair
0.25597667664221224,544.3481477478506,Not Default,Not Default,Fair
0.4361769307931395,520.9680188919272,Not Default,Not Default,Fair
0.24552630599281638,545.9532979959781,Not Default,Not Default,Fair
0.47401110082842507,516.5636682290293,Not Default,Not Default,Fair
0.07765098374470931,584.966171337423,Not Default,Not Default,Good
0.6312614025223773,498.0486560027122,Default,Not Default,Fair
0.74960708832674,481.9226206341308,Default,Default,Fair
0.15848334524121307,561.7346498401653,Not Default,Not Default,Good
0.1321914162648451,567.8564052340113,Not Default,Not Default,Good
0.7506792145722698,481.75757061689717,Default,Not Default,Fair
0.32311407084925664,534.8988210837556,Not Default,Not Default,Fair
0.4883342907477463,514.9080873604601,Not Default,Not Default,Fair
0.6117565372561466,500.4415184939259,Default,Not Default,Fair
0.8880566483327705,453.8037809248389,Default,Not Default,Fair
0.5234424539216568,510.85382802515693,Default,Not Default,Fair
0.22361478262008944,549.4765797944408,Not Default,Not Default,Fair
0.22037689107245303,550.0175162000249,Not Default,Not Default,Good
0.5593546522987095,506.6785316258701,Default,Not Default,Fair
0.9013960433106293,449.7125646359566,Default,Not Default,Poor
0.8099439638569145,471.73349304931725,Default,Not Default,Fair
0.6789958278344882,491.94522487853106,Default,Not Default,Fair
0.5114618978210371,512.2383244525317,Default,Not Default,Fair
0.35964118308806275,530.2078839393328,Not Default,Not Default,Fair
0.365122672465001,529.5233701333825,Not Default,Not Default,Fair
0.6856394762589811,491.060835789036,Default,Default,Fair
0.3568463795850848,530.5586428615818,Not Default,Not Default,Fair
0.3669884400969079,529.2913826269433,Not Default,Not Default,Fair
0.6504126491673102,495.647391491429,Default,Default,Fair
0.31214515696419753,536.3591794067563,Not Default,Not Default,Fair
0.5450076840077948,508.35275031286386,Default,Not Default,Fair
0.4304896010626549,521.6363140376329,Not Default,Not Default,Fair
0.1460383886202388,564.5179093354988,Not Default,Not Default,Good
0.3951459097592005,525.8454718324653,Not Default,Not Default,Fair
0.18351189080308766,556.6326046775092,Not Default,Not Default,Good
0.20922155623435726,551.9262789698572,Not Default,Not Default,Good
0.3811663298068971,527.5440582975585,Not Default,Default,Fair
0.5572890252530194,506.92022601301005,Default,Not Default,Fair
0.6840644679208676,491.27139622290275,Default,Not Default,Fair
0.2141643437702707,551.0716245800245,Not Default,Not Default,Good
0.11658720759511891,571.9950025950372,Not Default,Not Default,Good
0.6453672065056284,496.2855516990376,Default,Not Default,Fair
0.22616484201621792,549.0544701270896,Not Default,Not Default,Fair
0.36990302414500453,528.9299739061029,Not Default,Not Default,Fair
0.3408090372938044,532.5960955323517,Not Default,Not Default,Fair
0.39174775879629176,526.2563323024104,Not Default,Not Default,Fair
0.1187671421026881,571.3891887176778,Not Default,Not Default,Good
0.26684859434264596,542.7232331691282,Not Default,Not Default,Fair
0.6843833658812877,491.2288090491321,Default,Not Default,Fair
0.1378229984098289,566.4647867012604,Not Default,Not Default,Good
0.5167743419377777,511.6246904775049,Default,Not Default,Fair
0.4764709634586891,516.2790632611384,Not Default,Default,Fair
0.4223988689912826,522.5907900107602,Not Default,Not Default,Fair
0.5751586316967461,504.82072489561733,Default,Not Default,Fair
0.6573493203952094,494.7630044030299,Default,Not Default,Fair
0.2129578322851605,551.2789009542657,Not Default,Not Default,Good
0.22037970329376214,550.0170439181421,Not Default,Not Default,Good
0.4312207912821919,521.5502779044589,Not Default,Not Default,Fair
0.31435757772171596,536.0624347977614,Not Default,Not Default,Fair
0.3674695213831232,529.2316461621585,Not Default,Not Default,Fair
0.08873408964252498,580.7676727309164,Not Default,Not Default,Good
0.741371053842853,483.17519740889367,Default,Not Default,Fair
0.11279097055822648,573.0738875119176,Not Default,Not Default,Good
0.28536761675406175,540.0490313431163,Not Default,Not Default,Fair
0.0528184437924727,596.851983862863,Not Default,Not Default,Good
0.10479392567931906,575.4547327281964,Not Default,Not Default,Good
0.2768288307380553,541.268297311742,Not Default,Not Default,Fair
0.7002147046674885,489.0840833195659,Default,Not Default,Fair
0.21744083336912562,550.5129769599646,Not Default,Not Default,Good
0.5049845511328921,512.9861240668976,Default,Not Default,Fair
0.27214269027495214,541.9472853828695,Not Default,Not Default,Fair
0.5960364295665448,502.3379318155797,Default,Not Default,Fair
0.16276832246809567,560.8175770020545,Not Default,Not Default,Good
0.16964278246159972,559.386079352875,Not Default,Not Default,Good
0.21886385184843685,550.2722447047342,Not Default,Not Default,Good
0.5945485705163431,502.516126622999,Default,Not Default,Fair
0.36864194183040333,529.0862021547633,Not Default,Not Default,Fair
0.15478994394502904,562.5414017714527,Not Default,Not Default,Good
0.07178419638956991,587.4158799495142,Not Default,Not Default,Good
0.21468193909560543,550.9829631538294,Not Default,Not Default,Good
0.08299249410721578,582.879053569961,Not Default,Not Default,Good
0.590932206702426,502.9483846100058,Default,Not Default,Fair
0.7593658019116568,480.4023712880412,Default,Not Default,Fair
0.35598079971198543,530.6675235165669,Not Default,Not Default,Fair
0.6779187979769521,492.0876778188227,Default,Not Default,Fair
0.12185576250549804,570.5471070738406,Not Default,Not Default,Good
0.47197400626562097,516.7994690313675,Not Default,Not Default,Fair
0.2648164364699632,543.0236749711447,Not Default,Not Default,Fair
0.149055807678266,563.8256767039088,Not Default,Not Default,Good
0.1812091321111753,557.0782250899927,Not Default,Not Default,Good
0.47907445422857714,515.9779841221053,Not Default,Not Default,Fair
0.28883489068731383,539.5602284607761,Not Default,Not Default,Fair
0.22230986140068945,549.6939080816893,Not Default,Not Default,Fair
0.4488823983618848,519.4818916744349,Not Default,Not Default,Fair
0.7267066555237038,485.342982242493,Default,Default,Fair
0.8577667651470557,461.7149019466838,Default,Default,Fair
0.3617674646780791,529.9418278847714,Not Default,Not Default,Fair
0.3168578097992095,535.7284444900565,Not Default,Not Default,Fair
0.16678850085772362,559.9746965771631,Not Default,Not Default,Good
0.386239109388164,526.9250873895295,Not Default,Not Default,Fair
0.13143028037787227,568.0483172974856,Not Default,Not Default,Good
0.2686437571279527,542.4590381073307,Not Default,Not Default,Fair
0.3934192947035461,526.0540759768426,Not Default,Not Default,Fair
0.5090612309450981,512.5155161544898,Default,Not Default,Fair
0.7583601962893225,480.5609356146008,Default,Not Default,Fair
0.5267552665454804,510.470510453324,Default,Not Default,Fair
0.10273267286567972,576.0942939446028,Not Default,Not Default,Good
0.775447300023295,477.8019447209709,Default,Default,Fair
0.24524956455626543,545.996420285463,Not Default,Not Default,Fair
0.33931440629849796,532.7882621626367,Not Default,Not Default,Fair
0.5179990288969298,511.4831712990045,Default,Not Default,Fair
0.4618081241745584,517.9779792990515,Not Default,Not Default,Fair
0.6480508838085781,495.9466334572213,Default,Not Default,Fair
0.11880022061969504,571.3800704727007,Not Default,Not Default,Good
0.24355019951667356,546.2619417115154,Not Default,Not Default,Fair
0.5964690425884381,502.28607997493015,Default,Not Default,Fair
0.7311760922169008,484.6902891258439,Default,Not Default,Fair
0.7507756987721328,481.742694006349,Default,Not Default,Fair
0.3920174499622947,526.2236789439246,Not Default,Not Default,Fair
0.4578503948721532,518.4377330742517,Not Default,Not Default,Fair
0.18583605296994546,556.1872164912508,Not Default,Not Default,Good
0.34677575077063344,531.8329447102547,Not Default,Not Default,Fair
0.4781435582858221,516.0856210779946,Not Default,Not Default,Fair
0.4675924446960259,517.3070266076872,Not Default,Not Default,Fair
0.13140109155490307,568.0556956929779,Not Default,Not Default,Good
0.5532154005372787,507.3962008676535,Default,Not Default,Fair
0.2711062955063818,542.0984345952371,Not Default,Not Default,Fair
0.6793631542661561,491.8965830308377,Default,Not Default,Fair
0.13688904256464088,566.6922194670664,Not Default,Not Default,Good
0.337605468926704,533.0084878397859,Not Default,Not Default,Fair
0.7437531623497866,482.8156441602036,Default,Not Default,Fair
0.5527564838081725,507.44976859040963,Default,Default,Fair
0.4981669336051378,513.7730035139056,Not Default,Not Default,Fair
0.8826096370050338,455.3522076491031,Default,Not Default,Fair
0.5097132207094994,512.4402398184177,Default,Not Default,Fair
0.1125421402904238,573.1457043087631,Not Default,Not Default,Good
0.05286465419038758,596.8253431347392,Not Default,Not Default,Good
0.3376245569059053,533.006025022139,Not Default,Not Default,Fair
0.2562590406589895,544.3053845745333,Not Default,Not Default,Fair
0.6894224150285623,490.5527482165906,Default,Not Default,Fair
0.422985386659206,522.521438799531,Not Default,Not Default,Fair
0.886734148830527,454.18566467682587,Default,Not Default,Fair
0.2684288518993884,542.4906067384518,Not Default,Not Default,Fair
0.7071017797240635,488.1310688340341,Default,Not Default,Fair
0.5294130696584871,510.16278693853315,Default,Not Default,Fair
0.25587586310959454,544.3634231458093,Not Default,Not Default,Fair
0.5023217299429353,513.2934723143107,Default,Not Default,Fair
0.8165255644796697,470.48305816208466,Default,Not Default,Fair
0.512083368884568,512.1665571992588,Default,Not Default,Fair
0.7719547901541968,478.3775082692474,Default,Not Default,Fair
0.3709520199303828,528.800187407232,Not Default,Not Default,Fair
0.7810402934187504,476.86680667081976,Default,Not Default,Fair
0.12215983468933737,570.4652034389558,Not Default,Not Default,Good
0.3115868586841482,536.434243088045,Not Default,Not Default,Fair
0.308746796695724,536.8172399490069,Not Default,Not Default,Fair
0.4972904891181199,513.8741609963976,Not Default,Not Default,Fair
0.11184981975115524,573.3462524185671,Not Default,Not Default,Good
0.4398340296341309,520.5393403971476,Not Default,Not Default,Fair
0.3412086058035116,532.5447916051261,Not Default,Not Default,Fair
0.18712196549563895,555.9426377746025,Not Default,Not Default,Good
0.40354991733185996,524.8345233680556,Not Default,Not Default,Fair
0.293948770332333,538.8456005751182,Not Default,Not Default,Fair
0.48937832699734296,514.7875293585219,Not Default,Not Default,Fair
0.4065637431564243,524.4736682993606,Not Default,Not Default,Fair
0.689024186259696,490.6063931622035,Default,Not Default,Fair
0.5850031987750757,503.65455216146654,Default,Not Default,Fair
0.2518138167724572,544.9822356899841,Not Default,Not Default,Fair
0.2337852326702445,547.8127386637437,Not Default,Not Default,Fair
0.26096514774493,543.5971432322029,Not Default,Not Default,Fair
0.4874160950081092,515.0141238596456,Not Default,Default,Fair
0.2784852412153668,541.0299987854023,Not Default,Not Default,Fair
0.6457601296809907,496.2360026984366,Default,Not Default,Fair
0.619280836165887,499.5241058811238,Default,Not Default,Fair
0.28953451438644473,539.4620226633663,Not Default,Not Default,Fair
0.502281795056037,513.2980815210565,Default,Default,Fair
0.4250587097815797,522.2764885285131,Not Default,Not Default,Fair
0.7178903333856599,486.6112907016132,Default,Not Default,Fair
0.2280529846341603,548.74409362531,Not Default,Not Default,Fair
0.7019759762719959,488.84157756353176,Default,Default,Fair
0.6717426443949623,492.89981251602575,Default,Not Default,Fair
0.3105782457714643,536.5700389410109,Not Default,Not Default,Fair
0.20806745123793674,552.1279633090136,Not Default,Not Default,Good
0.2737862242190606,541.7083268885725,Not Default,Not Default,Fair
0.1058688232011682,575.1256121670043,Not Default,Not Default,Good
0.49476076115360407,514.1661501471965,Not Default,Not Default,Fair
0.4312227557530089,521.5500468009858,Not Default,Not Default,Fair
0.2997600223681987,538.0422668835047,Not Default,Not Default,Fair
0.44239812812115503,520.2392405647394,Not Default,Not Default,Fair
0.4892373128435359,514.803812038182,Not Default,Not Default,Fair
0.49366021426438667,514.2931875140443,Not Default,Not Default,Fair
0.12346794575182482,570.1148442354726,Not Default,Not Default,Good
0.6177090099292198,499.7163145967112,Default,Default,Fair
0.21817672919900993,550.3883440068238,Not Default,Not Default,Good
0.17706035807392895,557.8923456345069,Not Default,Not Default,Good
0.353714824148988,530.953122436684,Not Default,Not Default,Fair
0.7888936041537644,475.5242290465069,Default,Not Default,Fair
0.9019819936608123,449.521839601956,Default,Not Default,Poor
0.32882114328176804,534.1493221318217,Not Default,Not Default,Fair
0.36065698312204036,530.0806942622725,Not Default,Not Default,Fair
0.9396512643946241,434.34683861153763,Default,Not Default,Poor
0.6188346092945942,499.57870303107927,Default,Not Default,Fair
0.3768523706342951,528.072928566835,Not Default,Not Default,Fair
0.15014410183471955,563.5788468235553,Not Default,Not Default,Good
0.22567860785861646,549.1346946712116,Not Default,Not Default,Fair
0.6129588561864148,500.29537208760576,Default,Not Default,Fair
0.6685171622993848,493.3208296978159,Default,Not Default,Fair
0.18288600706206704,556.753291342883,Not Default,Not Default,Good
0.16078504542408956,561.2395812723787,Not Default,Not Default,Good
0.32055884081141,535.2366264734246,Not Default,Not Default,Fair
0.19730680457947927,554.0495972239002,Not Default,Not Default,Good
0.3818359718900788,527.4621717407264,Not Default,Not Default,Fair
0.48837113990708647,514.9038320834322,Not Default,Not Default,Fair
0.5370486161862177,509.2775982050683,Default,Not Default,Fair
0.6220645780733952,499.18294576947085,Default,Not Default,Fair
0.6046013848563876,501.3079087949187,Default,Default,Fair
0.43863302526963754,520.6800331806431,Not Default,Not Default,Fair
0.5600434005259152,506.59788969736934,Default,Default,Fair
0.1496189767023053,563.6977627781796,Not Default,Not Default,Good
0.10141512140233684,576.5090781893934,Not Default,Not Default,Good
0.3496772945232109,531.4640715843568,Not Default,Not Default,Fair
0.5922309287077945,502.79328844702445,Default,Not Default,Fair
0.49764996558963337,513.8326707386797,Not Default,Not Default,Fair
0.8356291481617575,466.64327148648465,Default,Not Default,Fair
0.799153472845856,473.71385659865314,Default,Not Default,Fair
0.06505649733199492,590.4637207679334,Not Default,Not Default,Good
0.17675977472250598,557.9519076942781,Not Default,Not Default,Good
0.07657931325010589,585.4006666006277,Not Default,Not Default,Good
0.3592012757272844,530.2630141354466,Not Default,Not Default,Fair
0.6801354890770028,491.7942133235735,Default,Not Default,Fair
0.7124107504945736,487.3874472919643,Default,Default,Fair
0.32410213167661245,534.7685731966669,Not Default,Not Default,Fair
0.7389132913549676,483.54391681217805,Default,Not Default,Fair
0.48408041513942474,515.399427837529,Not Default,Not Default,Fair
0.27673250238564534,541.2821825357938,Not Default,Not Default,Fair
0.35016960279702203,531.4016256488535,Not Default,Default,Fair
0.3015990745383554,537.7899074827607,Not Default,Default,Fair
0.21768884721698797,550.4709388257406,Not Default,Not Default,Good
0.4207293610371888,522.788338912483,Not Default,Not Default,Fair
0.19327880076014334,554.7891732956958,Not Default,Not Default,Good
0.15676501546823957,562.1080598565347,Not Default,Not Default,Good
0.15211034588970057,563.1366028977424,Not Default,Not Default,Good
0.6847129929078875,491.18476468755864,Default,Not Default,Fair
0.16637772814482052,560.0600681009038,Not Default,Not Default,Good
0.6937946045366866,489.9612597569797,Default,Not Default,Fair
0.31441262730273273,536.0550656655331,Not Default,Not Default,Fair
0.3337640086697625,533.5055361559643,Not Default,Not Default,Fair
0.07738273521468231,585.0744113112019,Not Default,Not Default,Good
0.4327084875198761,521.3753353024331,Not Default,Not Default,Fair
0.48785101702197403,514.963896344903,Not Default,Not Default,Fair
0.04309653342256465,603.0160312853835,Not Default,Not Default,Good
0.07156783231539254,587.5097045172274,Not Default,Not Default,Good
0.04419642833424494,602.2556874703776,Not Default,Not Default,Good
0.32767210435095634,534.2996811513076,Not Default,Not Default,Fair
0.09999844603266721,576.9604363347543,Not Default,Not Default,Good
0.2542179063724529,544.6152082014793,Not Default,Not Default,Fair
0.7526528070733076,481.45249835395634,Default,Not Default,Fair
0.8816767025464858,455.61112660192197,Default,Not Default,Fair
0.31519982233750765,535.9497651904251,Not Default,Default,Fair
0.8208661148881632,469.6392647048227,Default,Not Default,Fair
0.8040508443466191,472.82529056054807,Default,Default,Fair
0.46587065687408663,517.5066316719438,Not Default,Not Default,Fair
0.06736637897007157,589.3856336889527,Not Default,Not Default,Good
0.658359632463424,494.63348953851926,Default,Default,Fair
0.6919786484814672,490.2074948312355,Default,Not Default,Fair
0.825156980889995,468.78926982607265,Default,Not Default,Fair
0.19401899521654437,554.6523967657458,Not Default,Not Default,Good
0.29941748837650034,538.0893678292498,Not Default,Not Default,Fair
0.6882926332442549,490.70484175097016,Default,Not Default,Fair
0.2553364381459434,544.445224713039,Not Default,Not Default,Fair
0.35553914848015583,530.7231240853461,Not Default,Not Default,Fair
0.28484034128308355,540.1236755380962,Not Default,Not Default,Fair
0.510561425511236,512.3423034681609,Default,Default,Fair
0.16490360212189495,560.3678346839961,Not Default,Not Default,Good
0.46290482464081845,517.8506813583715,Not Default,Not Default,Fair
0.19489748705631893,554.4905781590276,Not Default,Not Default,Good
0.16444868947234395,560.4632563956927,Not Default,Not Default,Good
0.5407226371537287,508.85097652752967,Default,Not Default,Fair
0.05522554490618749,595.4926841783656,Not Default,Not Default,Good
0.3799828036915536,527.6889200891852,Not Default,Not Default,Fair
0.23119276989145912,548.2319505563402,Not Default,Not Default,Fair
0.28059414858060944,540.7278575056271,Not Default,Not Default,Fair
0.3623333988714171,529.8711285840516,Not Default,Not Default,Fair
0.2540955355884295,544.6338347807214,Not Default,Not Default,Fair
0.17137111280462544,559.0334815775278,Not Default,Not Default,Good
0.24903668595627867,545.4091210556361,Not Default,Not Default,Fair
0.384209553217326,527.1723599915304,Not Default,Not Default,Fair
0.6195052116378444,499.49664358348133,Default,Not Default,Fair
0.3631023711772338,529.7751410895489,Not Default,Not Default,Fair
0.6743965539595002,492.55181418473745,Default,Not Default,Fair
0.7585312458425133,480.5339962559417,Default,Not Default,Fair
0.6669043912716314,493.53056582520196,Default,Not Default,Fair
0.16213790073624224,560.9512670276578,Not Default,Not Default,Good
0.3501119993029287,531.4089301636137,Not Default,Not Default,Fair
0.38178583013732664,527.4683013724161,Not Default,Not Default,Fair
0.06444238003491609,590.7563346493264,Not Default,Not Default,Good
0.16478056665952845,560.3936215259267,Not Default,Not Default,Good
0.276725021451506,541.2832609978524,Not Default,Not Default,Fair
0.6672772519920275,493.4821217724053,Default,Default,Fair
0.8683375448723117,459.13319892871493,Default,Not Default,Fair
0.1756734144762127,558.1678410332873,Not Default,Not Default,Good
0.30246884450845074,537.6708603057201,Not Default,Not Default,Fair
0.33773449385065685,532.9918417873806,Not Default,Not Default,Fair
0.11405787239263297,572.7103667883265,Not Default,Not Default,Good
0.0998070901439141,577.0218379135465,Not Default,Not Default,Good
0.5915803952327635,502.87099563487965,Default,Not Default,Fair
0.7623616357914984,479.9272829481213,Default,Not Default,Fair
0.08150209686180636,583.4487850144794,Not Default,Not Default,Good
0.6910647832835161,490.3311056528678,Default,Not Default,Fair
0.16477037548449128,560.3957581739896,Not Default,Not Default,Good
0.6598111001864712,494.4470984705209,Default,Not Default,Fair
0.7387950070321168,483.5616052663941,Default,Not Default,Fair
0.49962554756155086,513.6046557644123,Default,Not Default,Fair
0.4064433992536051,524.4880611279611,Not Default,Not Default,Fair
0.5896232908935879,503.10454488893873,Default,Default,Fair
0.34631755893674154,531.8913262614874,Not Default,Not Default,Fair
0.2642074231141664,543.1140005185949,Not Default,Not Default,Fair
0.6672753749679636,493.4823657134879,Default,Not Default,Fair
0.8021081788834133,473.17974137116886,Default,Not Default,Fair
0.40649068713701286,524.4824054557162,Not Default,Not Default,Fair
0.07968337809912841,584.1570295002913,Not Default,Not Default,Good
0.1915108936496082,555.1174756225852,Not Default,Not Default,Good
0.6869030662743337,490.89149520508215,Default,Not Default,Fair
0.2747633083259162,541.5666892238827,Not Default,Not Default,Fair
0.8257321732168227,468.6740846258514,Default,Not Default,Fair
0.2466738328225806,545.7748373102883,Not Default,Not Default,Fair
0.22640803421975095,549.0143912560337,Not Default,Not Default,Fair
0.20069475881534243,553.4363102693337,Not Default,Not Default,Good
0.18702636711572565,555.9607758135992,Not Default,Not Default,Good
0.4350718046203955,521.0977177557626,Not Default,Not Default,Fair
0.962343146803632,420.0500968481662,Default,Not Default,Poor
0.7463105092535017,482.42719318857553,Default,Not Default,Fair
0.39170153884234266,526.261929271719,Not Default,Not Default,Fair
0.2635784799299295,543.2074221272378,Not Default,Not Default,Fair
0.5793182239936455,504.328903545853,Default,Not Default,Fair
0.13704062894110833,566.655217298922,Not Default,Not Default,Good
0.5090292865963633,512.5192042377586,Default,Not Default,Fair
0.48744081835533076,515.0112685945838,Not Default,Not Default,Fair
0.5603824952097562,506.5581769482273,Default,Default,Fair
0.3677586509134032,529.19576035902,Not Default,Not Default,Fair
0.558955377998785,506.72526829819805,Default,Not Default,Fair
0.6196187616908961,499.482743314325,Default,Not Default,Fair
0.3050680741591536,537.3162471748149,Not Default,Not Default,Fair
0.29076300935863697,539.2899189090774,Not Default,Not Default,Fair
0.6010401968924424,501.737076425053,Default,Default,Fair
0.7032124331396037,488.67083964275736,Default,Not Default,Fair
0.4074540733664806,524.3672285859996,Not Default,Default,Fair
0.21976468155746734,550.120433231258,Not Default,Not Default,Good
0.16458922009861596,560.4337563291608,Not Default,Not Default,Good
0.36326512453729576,529.7548365119574,Not Default,Not Default,Fair
0.5379438248201632,509.17369278194553,Default,Not Default,Fair
0.6710253326787741,492.9936233265897,Default,Not Default,Fair
0.31002269939052085,536.6449390723533,Not Default,Not Default,Fair
0.6066661081832183,501.0584738166192,Default,Not Default,Fair
0.4899445848998042,514.7221464001431,Not Default,Not Default,Fair
0.5419228763109161,508.71149745104265,Default,Not Default,Fair
0.24935781345038938,545.3595973684168,Not Default,Not Default,Fair
